Character,Move Name,Alt Names,Guard,Properties,Damage,Meter,On Hit,On Block,Startup,Active,Recovery,Hitstun,Blockstun,Hitstop,On Pushblock,Footer,Thumbnail URL,Footer URL
UMBRELLA,2MK,MACRO_2MK,Low,-,475,3.75%,+3,-2,14,2,18,14,17,6,-,"- Throw invulnerable f1-3, 12-16. Airborne on frame 4-11.
- If she is on a puddle, the opponent will be launched. See PUDDLE.",https://wiki.gbl.gg/images/8/8b/SG_umb_cmk_hb.png,https://wiki.gbl.gg/images/8/8c/SG_umb_cmk_fd.png
UMBRELLA,2HK,"MACRO_2HK
SWEEP",Low,Sweep,750,7.5%,KD,-11,17,3,23,38,11,7,-,"- Unlike other sweep normals, Umbrella's 2HK is a regular KD instead of a soft KD
- Vaccuums on contact.",https://wiki.gbl.gg/images/7/7e/SG_umb_chk_hb.png,https://wiki.gbl.gg/images/c/c1/SG_umb_chk_fd.png
UMBRELLA,JLP STARVING,"J.LP STARVING
J LP STARVING
JUMP JLP STARVING
JUMPING JLP STARVING
JUMP JAB STARVING
STARVING JLP
STARVING J.LP
STARVING J LP
STARVING JUMP JLP
STARVING JUMPING JLP
STARVING JUMP JAB",High (rising mid),-,400,2.5%,-5,-2,15,9,16,19,22,8,-,- Only a rising overhead on Big Band.,https://wiki.gbl.gg/images/f/f6/SG_umb_jlp_hb.png,https://wiki.gbl.gg/images/7/7f/SG_umb_jlp1_fd.png
UMBRELLA,JLP RAVENOUS,"J.LP RAVENOUS
J LP RAVENOUS
JUMP JLP RAVENOUS
JUMPING JLP RAVENOUS
JUMP JAB RAVENOUS
RAVENOUS JLP
RAVENOUS J.LP
RAVENOUS J LP
RAVENOUS JUMP JLP
RAVENOUS JUMPING JLP
RAVENOUS JUMP JAB",High (rising mid),-,400,2.5%,-2,+1,6,9,13,19,22,8,-,- Only a rising overhead on Big Band.,https://wiki.gbl.gg/images/f/f6/SG_umb_jlp_hb.png,https://wiki.gbl.gg/images/9/93/SG_umb_jlp2_fd.png
UMBRELLA,JLP SATIATED,"JLP
MACRO_JLP
J.LP SATIATED
J LP SATIATED
JUMP JLP SATIATED
JUMPING JLP SATIATED
JUMP JAB SATIATED
SATIATED JLP
SATIATED J.LP
SATIATED J LP
SATIATED JUMP JLP
SATIATED JUMPING JLP
SATIATED JUMP JAB",High (rising mid),-,400,2.5%,+1,+3,9,9,16,19,22,8,-,- Only a rising overhead on Big Band.,https://wiki.gbl.gg/images/f/f6/SG_umb_jlp_hb.png,https://wiki.gbl.gg/images/2/2f/SG_umb_jlp3_fd.png
UMBRELLA,JLP OVERSTUFFED,"J.LP OVERSTUFFED
J LP OVERSTUFFED
JUMP JLP OVERSTUFFED
JUMPING JLP OVERSTUFFED
JUMP JAB OVERSTUFFED
OVERSTUFFED JLP
OVERSTUFFED J.LP
OVERSTUFFED J LP
OVERSTUFFED JUMP JLP
OVERSTUFFED JUMPING JLP
OVERSTUFFED JUMP JAB",High (rising mid),-,400,2.5%,-5,-2,15,9,16,19,22,8,-,- Only a rising overhead on Big Band.,https://wiki.gbl.gg/images/f/f6/SG_umb_jlp_hb.png,https://wiki.gbl.gg/images/7/7f/SG_umb_jlp1_fd.png
UMBRELLA,JMP STARVING,"J.MP STARVING
J MP STARVING
JUMP JMP STARVING
JUMPING JMP STARVING
JUMP STRONG STARVING
STARVING JMP
STARVING J.MP
STARVING J MP
STARVING JUMP JMP
STARVING JUMPING JMP
STARVING JUMP STRONG",High,-,650,7.5%,+7,+1,25,3,20,29,23,11,-,,https://wiki.gbl.gg/images/8/88/SG_umb_jmp_hb.png,https://wiki.gbl.gg/images/4/4e/SG_umb_jmp1_fd.png
UMBRELLA,JMP RAVENOUS,"J.MP RAVENOUS
J MP RAVENOUS
JUMP JMP RAVENOUS
JUMPING JMP RAVENOUS
JUMP STRONG RAVENOUS
RAVENOUS JMP
RAVENOUS J.MP
RAVENOUS J MP
RAVENOUS JUMP JMP
RAVENOUS JUMPING JMP
RAVENOUS JUMP STRONG",High,-,650,7.5%,+7,-2,10,3,20,29,23,11,-,- Universal instant overhead.,https://wiki.gbl.gg/images/8/88/SG_umb_jmp_hb.png,https://wiki.gbl.gg/images/0/00/SG_umb_jmp2_fd.png
UMBRELLA,JMP SATIATED,"JMP
MACRO_JMP
J.MP SATIATED
J MP SATIATED
JUMP JMP SATIATED
JUMPING JMP SATIATED
JUMP STRONG SATIATED
SATIATED JMP
SATIATED J.MP
SATIATED J MP
SATIATED JUMP JMP
SATIATED JUMPING JMP
SATIATED JUMP STRONG",High,-,650,7.5%,=+7,-2,15,3,20,29,23,11,-,,https://wiki.gbl.gg/images/8/88/SG_umb_jmp_hb.png,https://wiki.gbl.gg/images/9/97/SG_umb_jmp3_fd.png
UMBRELLA,JMP OVERSTUFFED,"J.MP OVERSTUFFED
J MP OVERSTUFFED
JUMP JMP OVERSTUFFED
JUMPING JMP OVERSTUFFED
JUMP STRONG OVERSTUFFED
OVERSTUFFED JMP
OVERSTUFFED J.MP
OVERSTUFFED J MP
OVERSTUFFED JUMP JMP
OVERSTUFFED JUMPING JMP
OVERSTUFFED JUMP STRONG",High,-,950,7.5%,Ground Bounce,-18,26,3,20,31,23,20,-,,https://wiki.gbl.gg/images/8/88/SG_umb_jmp_hb.png,https://wiki.gbl.gg/images/7/7d/SG_umb_jmp4_fd.png
UMBRELLA,JHP STARVING,"J.HP STARVING
J HP STARVING
JUMP JHP STARVING
JUMPING JHP STARVING
JUMP FIERCE STARVING
STARVING JHP
STARVING J.HP
STARVING J HP
STARVING JUMP JHP
STARVING JUMPING JHP
STARVING JUMP FIERCE","High, Mid",-,"150 xN, 1000","1.06% xN, 7.5%",KD,-20,31,"3, (2), 3..., (4), 3",25,"26 xN, 50","18 xN, 17","3 xN, 12",-,"- Cannot be combo'd into under normal means due to high startup.
- Can special/super cancel the landing hit, even during startup, which will retain combo stage.",https://wiki.gbl.gg/images/7/72/SG_umb_jhp_hb.png,https://wiki.gbl.gg/images/1/1c/SG_umb_jhp1_fd.png
UMBRELLA,JHP RAVENOUS,"J.HP RAVENOUS
J HP RAVENOUS
JUMP JHP RAVENOUS
JUMPING JHP RAVENOUS
JUMP FIERCE RAVENOUS
RAVENOUS JHP
RAVENOUS J.HP
RAVENOUS J HP
RAVENOUS JUMP JHP
RAVENOUS JUMPING JHP
RAVENOUS JUMP FIERCE","High, Mid",-,"150 xN, 1000","1.06% xN, 7.5%",KD,-15,17,"2, (2), 2,..., (4), 3",30,"26 xN, 50","18 xN, 17","3 xN, 12",-,"- Can special/super cancel the landing hit, even during startup, which will retain combo stage.",https://wiki.gbl.gg/images/7/72/SG_umb_jhp_hb.png,https://wiki.gbl.gg/images/f/fa/SG_umb_jhp2_fd.png
UMBRELLA,JHP SATIATED,"JHP
MACRO_JHP
J.HP SATIATED
J HP SATIATED
JUMP JHP SATIATED
JUMPING JHP SATIATED
JUMP FIERCE SATIATED
SATIATED JHP
SATIATED J.HP
SATIATED J HP
SATIATED JUMP JHP
SATIATED JUMPING JHP
SATIATED JUMP FIERCE","High, Mid",-,"150 xN, 1000","1.06% xN, 7.5%",KD,-20,22,"3, (2), 3,... (4), 3",35,"26 xN, 50","18 xN, 17","3 xN, 12",-,"- Can special/super cancel the landing hit, even during startup, which will retain combo stage.",https://wiki.gbl.gg/images/7/72/SG_umb_jhp_hb.png,https://wiki.gbl.gg/images/1/12/SG_umb_jhp3_fd.png
UMBRELLA,JHP OVERSTUFFED,"J.HP OVERSTUFFED
J HP OVERSTUFFED
JUMP JHP OVERSTUFFED
JUMPING JHP OVERSTUFFED
JUMP FIERCE OVERSTUFFED
OVERSTUFFED JHP
OVERSTUFFED J.HP
OVERSTUFFED J HP
OVERSTUFFED JUMP JHP
OVERSTUFFED JUMPING JHP
OVERSTUFFED JUMP FIERCE",High,-,1200,7.5%,Ground Bounce,-18,"12, Until Ground, 4",3,35,50,19,15,-,"- First portion of startup overrides Umbrella's air momentum.
- Unlike other versions of this move. Overstuffed's is a very slow single damaging hit.",https://wiki.gbl.gg/images/7/72/SG_umb_jhp_hb.png,https://wiki.gbl.gg/images/7/70/SG_umb_jhp4_fd.png
UMBRELLA,JLK,MACRO_JLK,High,-,200,4.5%,+1,+3,9,5,16,21,24,7,-,"- Lunges Umbrella forwards and slightly up.
- Can be held on contact for up to 8 extra hits. See JLK HELD.",https://wiki.gbl.gg/images/d/d6/SG_umb_jlk_hb.png,https://wiki.gbl.gg/images/7/7b/SG_umb_jlk_fd.png
UMBRELLA,J[LK],"JLK HELD
HELD JLK
JLK HOLD
HOLD JLK",Mid,-,75 x8,1.06% x8,+16,+8,9,5,16,19 x8,19 x8,4 x8,-,,https://wiki.gbl.gg/images/d/d6/SG_umb_jlk_hb.png,https://wiki.gbl.gg/images/b/b6/SG_umb_jlk2_fd.png
UMBRELLA,JMK,MACRO_JMK,High,-,550,7.5%,+5,0,14,3,18,25,20,10,-,"- Holding jMK gains Umbrella a brief float and can directed by holding 4 or 6.
- Can hold jMK for up to 27 frames before transitioning to j[MK], releasing jMK before then will add the standard 18f of recovery.
- See JMK HELD.",https://wiki.gbl.gg/images/4/4b/SG_umb_jmk_hb.png,https://wiki.gbl.gg/images/b/b7/SG_umb_jmk_fd.png
UMBRELLA,J[MK],"JMK HELD
HELD JMK
JMK HOLD
HOLD JMK",Low,No Cancel,1,7.5%,KD,See notes,"Until Ground, 1",2,27,20,22,8,-,"- Umbrella flops to the ground, splashing puddles and going into a wakeup animation.",https://wiki.gbl.gg/images/4/4b/SG_umb_jmk_hb.png,https://wiki.gbl.gg/images/e/ee/SG_umb_jmk2_fd.png
UMBRELLA,JHK,"MACRO_JHK
BODY BAG",High,-,"450, 225 x4","2.5%, 1.71%",+26,-1,14,"3, (6), 3...",Until landing(?),26 x5,16 x5,"9, 4 x4",-,,https://wiki.gbl.gg/images/b/b9/SG_umb_jhk_hb.png,https://wiki.gbl.gg/images/f/fd/SG_umb_jhk_fd.png
UMBRELLA,6LP STARVING,"6.LP STARVING
F.LP STARVING
FLP STARVING
STARVING 6LP
STARVING 6.LP
STARVING F.LP
STARVING FLP",Mid,-,475,2.5%,+4,-1,16,5,18,26,21,9,-,- Anti-air button with Hungern not having a hurtbox until recovery frames.,https://wiki.gbl.gg/images/5/52/SG_umb_flp_hb.png,https://wiki.gbl.gg/images/2/27/SG_umb_flp1_fd.png
UMBRELLA,6LP RAVENOUS,"6.LP RAVENOUS
F.LP RAVENOUS
FLP RAVENOUS
RAVENOUS 6LP
RAVENOUS 6.LP
RAVENOUS F.LP
RAVENOUS FLP",Mid,-,475,2.5%,+7,+2,10,5,15,26,21,9,-,- Anti-air button with Hungern not having a hurtbox until recovery frames.,https://wiki.gbl.gg/images/5/52/SG_umb_flp_hb.png,https://wiki.gbl.gg/images/b/be/SG_umb_flp2_fd.png
UMBRELLA,6LP SATIATED,"6LP
6.LP
F.LP
FLP
6.LP SATIATED
F.LP SATIATED
FLP SATIATED
SATIATED 6LP
SATIATED 6.LP
SATIATED F.LP
SATIATED FLP",Mid,-,475,2.5%,+4,-1,13,5,18,26,21,9,-,- Anti-air button with Hungern not having a hurtbox until recovery frames.,https://wiki.gbl.gg/images/5/52/SG_umb_flp_hb.png,https://wiki.gbl.gg/images/2/24/SG_umb_flp3_fd.png
UMBRELLA,6LP OVERSTUFFED,"6.LP OVERSTUFFED
F.LP OVERSTUFFED
FLP OVERSTUFFED
OVERSTUFFED 6LP
OVERSTUFFED 6.LP
OVERSTUFFED F.LP
OVERSTUFFED FLP",Mid,-,550,2.5%,+7,+2,16,5,18,26,24,9,-,- Anti-air button with Hungern not having a hurtbox until recovery frames.,https://wiki.gbl.gg/images/5/52/SG_umb_flp_hb.png,https://wiki.gbl.gg/images/2/27/SG_umb_flp1_fd.png
UMBRELLA,6HP,"6.HP
F.HP
FHP
6HP SATIATED
6.HP SATIATED
F.HP SATIATED
FHP SATIATED
SATIATED 6HP
SATIATED 6.HP
SATIATED F.HP
SATIATED FHP
6HP OVERSTUFFED
6.HP OVERSTUFFED
F.HP OVERSTUFFED
FHP OVERSTUFFED
OVERSTUFFED 6HP
OVERSTUFFED 6.HP
OVERSTUFFED F.HP
OVERSTUFFED FHP
6HP STARVING
6.HP STARVING
F.HP STARVING
FHP STARVING
STARVING 6HP
STARVING 6.HP
STARVING F.HP
STARVING FHP
6HP RAVENOUS
6.HP RAVENOUS
F.HP RAVENOUS
FHP RAVENOUS
RAVENOUS 6HP
RAVENOUS 6.HP
RAVENOUS F.HP
RAVENOUS FHP","Mid, High",-,"250x3, 400, 1100/1400/1700","7.5% x4, 4.5%",See notes,-10/-10/-21,"11 (Ravenous), 16 (other)","1, 4, 4, 4, (13), 3, 2",38,"31 x4, 40","23 x4, 33/33/22","6 x3, 9, 10",-,"- Holding HP charges this move for added damage and different properties on hit.
- Level 1 charge is a Stagger vs ground and KD vs air.
- Level 2 charge is a Stagger vs ground and Ground Bounce vs air, but can only Ground Bounce once per combo.
- Level 3 charge is a Ground Bounce vs both ground and air.
- Maximum charge time is 122f.
- The initial non-slam hits are coded to only hit airborne opponents.
- The Ravenous version of this move has lower minimum startup (11f), but no other differences. 
- The Starving, Satiated and Overstuffed versions of this move are the exact same.
- Ticker is for non-Ravenous, non-charged. See the wiki for more info.",https://wiki.gbl.gg/images/5/55/SG_umb_fhp_hb.png,https://wiki.gbl.gg/images/3/34/SG_umb_fhp3_fd.png
UMBRELLA,THROW,MACRO_THROW,Throw,50% Damage Scaling,"600, 300 x4","1%, 2% x4, 5%","Sliding KD 
OR Wall Bounce",N/A,7,1,28,N/A,N/A,N/A,-,"- First mandatory chew will put the opponent in a Sliding KD and fill the Hungern bar by 1 pip.
- Repeatedly tapping LP+LK will cause Hungern to chew up to 4 additional times, filling the Hungern bar by 1 pip with each bite and increasing the range that the opponent is launched at.
- If the Hungern bar is filled while chewing, the move will end prematurely after that hit.",https://wiki.gbl.gg/images/6/6a/SG_umb_throw_hb.png,https://wiki.gbl.gg/images/0/00/SG_umb_throw_fd.png
UMBRELLA,AIR THROW,MACRO_AIR_THROW,Throw,50% Damage Scaling,500,6%,"Bubble State,  KD",N/A,7,3,18,21,N/A,N/A,-,"- Traps the opponent in a state similar to a Wish Maker bubble, but they are knocked down at the end of the bubble duration instead.
- Bubble state lasts for a varying duration based on air throw height (minimum 90f at lowest height).
- Long horizontal reach but not as long as the sprite implies.",https://wiki.gbl.gg/images/d/d2/SG_umb_airthrow_hb.png,https://wiki.gbl.gg/images/8/8e/SG_umb_airthrow_fd.png
UMBRELLA,TAG IN,MACRO_TAG,High,"Tag, Invuln. (Proj.)",600,7.5%,"Sliding KD (vs ground),
 Ground Bounce (vs air)",-23,"39 to 152, 26",4,"38 (held) 
to 41 (tap)",25,18,8,-,"- Only tag to not hit mid, and only tag to do more than 500 damage.
- Hold to increase startup and extend proj. invul duration, can influence the speed by holding 4 or 6.
- Attacks after max duration reached or when Umbrella's point crosses the opponent's.
- Comboable on air hit if OTG is available.
- Ticker is for non-held tag, see the wiki for held.",https://wiki.gbl.gg/images/3/35/SG_umb_tag_hb.png,https://wiki.gbl.gg/images/1/13/SG_umb_tag_fd.png
UMBRELLA,SNAPBACK,MACRO_SNAPBACK,Mid,Snapback,0 x2,-100%,N/A,-9,15,"3, (20), 3",24,45,17,"9, 13",-,- Only multi-hitting snap.,https://wiki.gbl.gg/images/0/0c/SG_umb_snap_hb.png,https://wiki.gbl.gg/images/4/4e/SG_umb_snap_fd.png
UMBRELLA,TONGUE TWISTER STARVING,"STARVING TONGUE TWISTER
COMMAND GRAB STARVING
CMD GRAB STARVING
TWISTER STARVING
STARVING TWISTER
TT STARVING
STARVING TT
[4]6LPLK STARVING
46LPLK STARVING
[4],6LPLK STARVING
4,6LPLK STARVING
[4]6+LPLK STARVING
46+LPLK STARVING
[4],6+LPLK STARVING
4,6+LPLK STARVING
[B]FLPLK STARVING
BFLPLK STARVING
[B],FLPLK STARVING
B,FLPLK STARVING
[B]F+LPLK STARVING
BF+LPLK STARVING
[B],F+LPLK STARVING
B,F+LPLK STARVING
46 LPLK STARVING
[4]6LP+LK STARVING
46LP+LK STARVING
[4],6LP+LK STARVING
4,6LP+LK STARVING
[4]6+LP+LK STARVING
46+LP+LK STARVING
[4],6+LP+LK STARVING
4,6+LP+LK STARVING
[B]FLP+LK STARVING
BFLP+LK STARVING
[B],FLP+LK STARVING
B,FLP+LK STARVING
[B]F+LP+LK STARVING
BF+LP+LK STARVING
[B],F+LP+LK STARVING
B,F+LP+LK STARVING
46 LP+LK STARVING
STARVING COMMAND GRAB
STARVING CMD GRAB
STARVING [4]6LPLK
STARVING 46LPLK
STARVING [4],6LPLK
STARVING 4,6LPLK
STARVING [4]6+LPLK
STARVING 46+LPLK
STARVING [4],6+LPLK
STARVING 4,6+LPLK
STARVING [B]FLPLK
STARVING BFLPLK
STARVING [B],FLPLK
STARVING B,FLPLK
STARVING [B]F+LPLK
STARVING BF+LPLK
STARVING [B],F+LPLK
STARVING B,F+LPLK
STARVING 46 LPLK
STARVING [4]6LP+LK
STARVING 46LP+LK
STARVING [4],6LP+LK
STARVING 4,6LP+LK
STARVING [4]6+LP+LK
STARVING 46+LP+LK
STARVING [4],6+LP+LK
STARVING 4,6+LP+LK
STARVING [B]FLP+LK
STARVING BFLP+LK
STARVING [B],FLP+LK
STARVING B,FLP+LK
STARVING [B]F+LP+LK
STARVING BF+LP+LK
STARVING [B],F+LP+LK
STARVING B,F+LP+LK
STARVING 46 LP+LK",Command Grab,55% Damage Scaling,"0, 675*4,
1000, 0","(2.5%) 3% x5,
5% x2",Soft KD,N/A,15,2,37,N/A,N/A,N/A,-,"- Hold to increase active and recovery frames. If the hitbox extends offscreen, the move will end prematurely.
- Repeatedly tapping LP+LK will cause Hungern to chew up to 4 additional times, filling the Hungern Bar with each bite. The move will end prematurely if the Hungern Bar is filled.
- The damage of each hit is determined by the initial Hungern state, so if used while Satiated and Hungern turns Overstuffed, additional hits will still deal Satiated damage",https://wiki.gbl.gg/images/6/61/SG_umb_bfthrow_hb.png,https://wiki.gbl.gg/images/d/da/SG_umb_bfthrow3_fd.png
UMBRELLA,TONGUE TWISTER RAVENOUS,"RAVENOUS TONGUE TWISTER
COMMAND GRAB RAVENOUS
CMD GRAB RAVENOUS
TWISTER RAVENOUS
RAVENOUS TWISTER
TT RAVENOUS
RAVENOUS TT
[4]6LPLK RAVENOUS
46LPLK RAVENOUS
[4],6LPLK RAVENOUS
4,6LPLK RAVENOUS
[4]6+LPLK RAVENOUS
46+LPLK RAVENOUS
[4],6+LPLK RAVENOUS
4,6+LPLK RAVENOUS
[B]FLPLK RAVENOUS
BFLPLK RAVENOUS
[B],FLPLK RAVENOUS
B,FLPLK RAVENOUS
[B]F+LPLK RAVENOUS
BF+LPLK RAVENOUS
[B],F+LPLK RAVENOUS
B,F+LPLK RAVENOUS
46 LPLK RAVENOUS
[4]6LP+LK RAVENOUS
46LP+LK RAVENOUS
[4],6LP+LK RAVENOUS
4,6LP+LK RAVENOUS
[4]6+LP+LK RAVENOUS
46+LP+LK RAVENOUS
[4],6+LP+LK RAVENOUS
4,6+LP+LK RAVENOUS
[B]FLP+LK RAVENOUS
BFLP+LK RAVENOUS
[B],FLP+LK RAVENOUS
B,FLP+LK RAVENOUS
[B]F+LP+LK RAVENOUS
BF+LP+LK RAVENOUS
[B],F+LP+LK RAVENOUS
B,F+LP+LK RAVENOUS
46 LP+LK RAVENOUS
RAVENOUS COMMAND GRAB
RAVENOUS CMD GRAB
RAVENOUS [4]6LPLK
RAVENOUS 46LPLK
RAVENOUS [4],6LPLK
RAVENOUS 4,6LPLK
RAVENOUS [4]6+LPLK
RAVENOUS 46+LPLK
RAVENOUS [4],6+LPLK
RAVENOUS 4,6+LPLK
RAVENOUS [B]FLPLK
RAVENOUS BFLPLK
RAVENOUS [B],FLPLK
RAVENOUS B,FLPLK
RAVENOUS [B]F+LPLK
RAVENOUS BF+LPLK
RAVENOUS [B],F+LPLK
RAVENOUS B,F+LPLK
RAVENOUS 46 LPLK
RAVENOUS [4]6LP+LK
RAVENOUS 46LP+LK
RAVENOUS [4],6LP+LK
RAVENOUS 4,6LP+LK
RAVENOUS [4]6+LP+LK
RAVENOUS 46+LP+LK
RAVENOUS [4],6+LP+LK
RAVENOUS 4,6+LP+LK
RAVENOUS [B]FLP+LK
RAVENOUS BFLP+LK
RAVENOUS [B],FLP+LK
RAVENOUS B,FLP+LK
RAVENOUS [B]F+LP+LK
RAVENOUS BF+LP+LK
RAVENOUS [B],F+LP+LK
RAVENOUS B,F+LP+LK
RAVENOUS 46 LP+LK",Command Grab,55% Damage Scaling,"0, 675*4,
1000, 0","(2.5%) 3% x5,
5% x2",Soft KD,N/A,15,2-28,37-65,N/A,N/A,N/A,-,"- Hold to increase active and recovery frames. If the hitbox extends offscreen, the move will end prematurely.
- Repeatedly tapping LP+LK will cause Hungern to chew up to 4 additional times, filling the Hungern Bar with each bite. The move will end prematurely if the Hungern Bar is filled.
- The damage of each hit is determined by the initial Hungern state, so if used while Satiated and Hungern turns Overstuffed, additional hits will still deal Satiated damage",https://wiki.gbl.gg/images/6/61/SG_umb_bfthrow_hb.png,https://wiki.gbl.gg/images/d/da/SG_umb_bfthrow3_fd.png
UMBRELLA,TONGUE TWISTER SATIATED,"TONGUE TWISTER
SATIATED TONGUE TWISTER
COMMAND GRAB
CMD GRAB
TWISTER
TWISTER SATIATED
SATIATED TWISTER
TT
TT SATIATED
SATIATED TT
[4]6LPLK
46LPLK
[4],6LPLK
4,6LPLK
[4]6+LPLK
46+LPLK
[4],6+LPLK
4,6+LPLK
[B]FLPLK
BFLPLK
[B],FLPLK
B,FLPLK
[B]F+LPLK
BF+LPLK
[B],F+LPLK
B,F+LPLK
46 LPLK
[4]6LP+LK
46LP+LK
[4],6LP+LK
4,6LP+LK
[4]6+LP+LK
46+LP+LK
[4],6+LP+LK
4,6+LP+LK
[B]FLP+LK
BFLP+LK
[B],FLP+LK
B,FLP+LK
[B]F+LP+LK
BF+LP+LK
[B],F+LP+LK
B,F+LP+LK
46 LP+LK
COMMAND GRAB SATIATED
CMD GRAB SATIATED
[4]6LPLK SATIATED
46LPLK SATIATED
[4],6LPLK SATIATED
4,6LPLK SATIATED
[4]6+LPLK SATIATED
46+LPLK SATIATED
[4],6+LPLK SATIATED
4,6+LPLK SATIATED
[B]FLPLK SATIATED
BFLPLK SATIATED
[B],FLPLK SATIATED
B,FLPLK SATIATED
[B]F+LPLK SATIATED
BF+LPLK SATIATED
[B],F+LPLK SATIATED
B,F+LPLK SATIATED
46 LPLK SATIATED
[4]6LP+LK SATIATED
46LP+LK SATIATED
[4],6LP+LK SATIATED
4,6LP+LK SATIATED
[4]6+LP+LK SATIATED
46+LP+LK SATIATED
[4],6+LP+LK SATIATED
4,6+LP+LK SATIATED
[B]FLP+LK SATIATED
BFLP+LK SATIATED
[B],FLP+LK SATIATED
B,FLP+LK SATIATED
[B]F+LP+LK SATIATED
BF+LP+LK SATIATED
[B],F+LP+LK SATIATED
B,F+LP+LK SATIATED
46 LP+LK SATIATED
SATIATED COMMAND GRAB
SATIATED CMD GRAB
SATIATED [4]6LPLK
SATIATED 46LPLK
SATIATED [4],6LPLK
SATIATED 4,6LPLK
SATIATED [4]6+LPLK
SATIATED 46+LPLK
SATIATED [4],6+LPLK
SATIATED 4,6+LPLK
SATIATED [B]FLPLK
SATIATED BFLPLK
SATIATED [B],FLPLK
SATIATED B,FLPLK
SATIATED [B]F+LPLK
SATIATED BF+LPLK
SATIATED [B],F+LPLK
SATIATED B,F+LPLK
SATIATED 46 LPLK
SATIATED [4]6LP+LK
SATIATED 46LP+LK
SATIATED [4],6LP+LK
SATIATED 4,6LP+LK
SATIATED [4]6+LP+LK
SATIATED 46+LP+LK
SATIATED [4],6+LP+LK
SATIATED 4,6+LP+LK
SATIATED [B]FLP+LK
SATIATED BFLP+LK
SATIATED [B],FLP+LK
SATIATED B,FLP+LK
SATIATED [B]F+LP+LK
SATIATED BF+LP+LK
SATIATED [B],F+LP+LK
SATIATED B,F+LP+LK
SATIATED 46 LP+LK",Command Grab,55% Damage Scaling,"0, 675*4,
1000, 0","(2.5%) 3% x5,
5% x2",Soft KD,N/A,15,2-14,37-45,N/A,N/A,N/A,-,"- Hold to increase active and recovery frames. If the hitbox extends offscreen, the move will end prematurely.
- Repeatedly tapping LP+LK will cause Hungern to chew up to 4 additional times, filling the Hungern Bar with each bite. The move will end prematurely if the Hungern Bar is filled.
- The damage of each hit is determined by the initial Hungern state, so if used while Satiated and Hungern turns Overstuffed, additional hits will still deal Satiated damage",https://wiki.gbl.gg/images/6/61/SG_umb_bfthrow_hb.png,https://wiki.gbl.gg/images/d/da/SG_umb_bfthrow3_fd.png
